Study,NST_Site,General Location,Specific Location,State Name,Region,Specific Region,Coastal Ecological Area,Latitude,Longitude,NST_Sample_ID,Station Letter,Sample Number,Fiscal Year,Condition Code,Condition Code Description,Sex,Gonadal Index,Gonadal Index Description,Length,Wet Weight,Full Displacement Volume,Empty Displacement Volume,Dermo,Dermo Infection Intensity,Dermo Numerical Value,Dermo Description,Gonad Subsample Wet Weight,Ceroid,Cestode Body,Cestode Gill,Cestode Mantle,Ciliate Digestive Tract,Ciliate Gut,Ciliate Large Gill,Ciliate Small Gill,Copepod Body,Copepod Gill,Copepod Gut Digestive Tubule,Nematode,Nematopsis Body,Nematopsis Gill,Nematopsis Mantle,Neoplasm,Pea Crab,Rickettsia Digestive Tubule,Rickettsia Gut,Proctoeces,Bucephalus,Trematode Metacercariae,Trematode Metacercariae Description,Diffuse Necrosis,Focal Necrosis,Diffuse Inflammation,Focal Inflammation,Digestive Tubule Atrophy,Digestive Tubule Atrophy Description,Multinucleated sphere X,Multinucleated sphere X Description,Xenoma,Edema,Hydra Gill,Nemertine Gill,Other trematode sporocyst gill,Other trematode sporocyst gut,Protozoan Digestive Tubule,Protozoan Gut,Tumor,Unidentified Gonoduct Organism,Unidentified Organism,Unusual Digestive Tubule
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW1995CBHPCV,a,1,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,9.6,,745,490,N,Negative,0,No hypnospores present,,96,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW1995CBHPCV,a,2,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,10.6,,745,490,N,Negative,0,No hypnospores present,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW1995CBHPCV,a,3,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,11.3,,745,490,N,Negative,0,No hypnospores present,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW1995CBHPCV,a,4,1995,,,Female,3,Oyster - 3 : Mid development,9.3,,745,490,N,Negative,0,No hypnospores present,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW1995CBHPCV,a,5,1995,,,Female,3,Oyster - 3 : Mid development,9.3,,745,490,N,Negative,0,No hypnospores present,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW1995CBJRCV,a,1,1995,,,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.4,,520,285,N,Negative,0,No hypnospores present,,44,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW1995CBJRCV,a,2,1995,,,Female,2,Oyster - 2 : Early development,9.3,,520,285,N,Negative,0,No hypnospores present,,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",1,"Parasites confined to gill or digestive tract epithelial tissue, <= 10 plasmodia per 100X field of either gill or body tissue",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW1995CBJRCV,a,3,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,7.7,,520,285,N,Negative,0,No hypnospores present,,114,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW1995CBJRCV,a,4,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,8.1,,520,285,N,Negative,0,No hypnospores present,,71,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",2,"Parasites restricted to gill or digestive tract epithelial tissue, very light infection between 11 to 100 plasmodia per 100x field of either gill or body tissue",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW1995CBJRCV,a,5,1995,,,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,10.6,,520,285,N,Negative,0,No hypnospores present,,153,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",2,"Parasites restricted to gill or digestive tract epithelial tissue, very light infection between 11 to 100 plasmodia per 100x field of either gill or body tissue",0,,,,,,,,,0,0,0
Mussel Watch,CBMP,Chesapeake Bay,Mountain Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.072,-76.4127,MW1995CBMPCV,a,1,1995,,,Female,2,Oyster - 2 : Early development,13.4,,1800,1135,N,Negative,0,No hypnospores present,,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBMP,Chesapeake Bay,Mountain Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.072,-76.4127,MW1995CBMPCV,a,2,1995,,,Female,2,Oyster - 2 : Early development,14.4,,1800,1135,N,Negative,0,No hypnospores present,,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBMP,Chesapeake Bay,Mountain Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.072,-76.4127,MW1995CBMPCV,a,3,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,14.6,,1800,1135,N,Negative,0,No hypnospores present,,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,1,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBMP,Chesapeake Bay,Mountain Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.072,-76.4127,MW1995CBMPCV,a,4,1995,,,Female,3,Oyster - 3 : Mid development,13.6,,1800,1135,N,Negative,0,No hypnospores present,,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBMP,Chesapeake Bay,Mountain Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.072,-76.4127,MW1995CBMPCV,a,5,1995,,,Female,2,Oyster - 2 : Early development,14.5,,1800,1135,N,Negative,0,No hypnospores present,,180,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CFBI,Cape Fear,Battery Island,North Carolina,East Coast,Florida Keys to Cape Hatteras,Hilton Head Island to Outer Banks,33.9158,-78.0035,MW1995CFBICV,a,1,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,12.1,,195,103,VL,Very light,0.33,1-10 hypnospores,,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CFBI,Cape Fear,Battery Island,North Carolina,East Coast,Florida Keys to Cape Hatteras,Hilton Head Island to Outer Banks,33.9158,-78.0035,MW1995CFBICV,a,2,1995,,,Male,7,Oyster - 7 : Spawned: Some mature gametes still remaining,5.4,,195,103,LM-,Light/Moderate,1.66,<25% of tissue is hypnospores,,0,1,0,0,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,1,0,0
Mussel Watch,CFBI,Cape Fear,Battery Island,North Carolina,East Coast,Florida Keys to Cape Hatteras,Hilton Head Island to Outer Banks,33.9158,-78.0035,MW1995CFBICV,a,3,1995,,,Male,8,Oyster - 8 : Spawned: Few Gametes visible,7.5,,195,103,N,Negative,0,No hypnospores present,,10,1,1,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CFBI,Cape Fear,Battery Island,North Carolina,East Coast,Florida Keys to Cape Hatteras,Hilton Head Island to Outer Banks,33.9158,-78.0035,MW1995CFBICV,a,4,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,5.3,,195,103,L,Light,1,75-125 hypnospores,,6,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CFBI,Cape Fear,Battery Island,North Carolina,East Coast,Florida Keys to Cape Hatteras,Hilton Head Island to Outer Banks,33.9158,-78.0035,MW1995CFBICV,a,5,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,5.7,,195,103,N,Negative,0,No hypnospores present,,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",1,"Parasites confined to gill or digestive tract epithelial tissue, <= 10 plasmodia per 100X field of either gill or body tissue",0,,,,,,,,,0,0,0
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW1995DBBDCV,a,1,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,8.7,,920,450,N,Negative,0,No hypnospores present,,6,0,0,0,0,0,0,0,0,0,0,0,29,2,5,0,0,0,0,0,0,0,Uninfected,0,0,0,2,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW1995DBBDCV,a,2,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,9,,920,450,N,Negative,0,No hypnospores present,,25,0,0,0,0,0,0,0,0,0,0,0,33,7,4,0,0,0,0,0,0,0,Uninfected,0,0,0,2,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW1995DBBDCV,a,3,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,9.8,,920,450,N,Negative,0,No hypnospores present,,33,0,0,0,0,0,0,0,0,0,0,0,121,13,9,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW1995DBBDCV,a,4,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,8.7,,920,450,N,Negative,0,No hypnospores present,,57,0,0,0,0,1,0,0,0,0,0,0,88,12,13,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW1995DBBDCV,a,5,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,9.6,,920,450,N,Negative,0,No hypnospores present,,110,0,0,0,0,0,0,0,0,0,0,0,242,50,114,0,0,0,0,0,0,0,Uninfected,0,0,0,1,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",2,"Parasites restricted to gill or digestive tract epithelial tissue, very light infection between 11 to 100 plasmodia per 100x field of either gill or body tissue",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW1995IRSRCV,a,1,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,8,,390,210,LM,Light/Moderate,2,25% of tissue is hypnospores,,44,1,0,0,0,0,0,0,0,0,0,4,69,7,9,0,0,2,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW1995IRSRCV,a,2,1995,,,Male,7,Oyster - 7 : Spawned: Some mature gametes still remaining,6.6,,390,210,L-,Light,0.67,11-74 hypnospores,,67,0,0,0,0,0,0,0,0,0,0,0,111,16,4,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW1995IRSRCV,a,3,1995,,,Male,8,Oyster - 8 : Spawned: Few Gametes visible,7.8,,390,210,L,Light,1,75-125 hypnospores,,23,1,0,0,0,0,0,0,0,0,0,0,79,12,2,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW1995IRSRCV,a,4,1995,,,Male,8,Oyster - 8 : Spawned: Few Gametes visible,6.3,,390,210,L,Light,1,75-125 hypnospores,,5,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW1995IRSRCV,a,5,1995,,,Male,8,Oyster - 8 : Spawned: Few Gametes visible,9.5,,390,210,L,Light,1,75-125 hypnospores,,66,0,0,0,0,0,0,0,0,0,0,0,28,8,10,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW1995MRCBCV,a,1,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,6.6,,215,115,H,Heavy,5,Nearly 100% of tissue is hypnospores,,594,0,1,0,0,0,0,1,0,0,0,0,19,14,8,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW1995MRCBCV,a,2,1995,,,Male,8,Oyster - 8 : Spawned: Few Gametes visible,7.3,,215,115,MH,Moderately Heavy,4,75% of tissue is hypnospores,,28,2,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW1995MRCBCV,a,3,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,6.6,,215,115,H,Heavy,5,Nearly 100% of tissue is hypnospores,,71,0,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW1995MRCBCV,a,4,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,7.6,,215,115,H,Heavy,5,Nearly 100% of tissue is hypnospores,,185,0,0,0,0,1,0,1,0,0,0,0,10,1,11,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW1995MRCBCV,a,5,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,6.2,,215,115,LM-,Light/Moderate,1.66,<25% of tissue is hypnospores,,216,1,0,0,0,1,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,Uninfected,0,0,0,2,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW1995NMMLCV,a,1,1995,,,Male,7,Oyster - 7 : Spawned: Some mature gametes still remaining,7.8,,160,85,N,Negative,0,No hypnospores present,,133,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW1995NMMLCV,a,2,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,4.6,,160,85,N,Negative,0,No hypnospores present,,91,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW1995NMMLCV,a,3,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,7.8,,160,85,H,Heavy,5,Nearly 100% of tissue is hypnospores,,25,0,0,0,0,0,0,0,0,0,0,0,4,9,2,0,0,0,0,0,0,0,Uninfected,0,0,0,1,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW1995NMMLCV,a,4,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,6.4,,160,85,N,Negative,0,No hypnospores present,,158,0,0,0,0,0,0,0,0,0,0,0,13,20,6,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW1995NMMLCV,a,5,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,4.1,,160,85,N,Negative,0,No hypnospores present,,77,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PRMC,Potomac River,Mattox Creek,Virginia,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.2233,-76.9615,MW1995PRMCCV,a,1,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,9.4,,550,305,N,Negative,0,No hypnospores present,,257,0,0,0,0,0,0,142,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PRMC,Potomac River,Mattox Creek,Virginia,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.2233,-76.9615,MW1995PRMCCV,a,2,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,9,,550,305,N,Negative,0,No hypnospores present,,198,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,1,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PRMC,Potomac River,Mattox Creek,Virginia,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.2233,-76.9615,MW1995PRMCCV,a,3,1995,,,Male,8,Oyster - 8 : Spawned: Few Gametes visible,7.9,,550,305,N,Negative,0,No hypnospores present,,81,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PRMC,Potomac River,Mattox Creek,Virginia,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.2233,-76.9615,MW1995PRMCCV,a,4,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,7.9,,550,305,N,Negative,0,No hypnospores present,,135,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PRMC,Potomac River,Mattox Creek,Virginia,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.2233,-76.9615,MW1995PRMCCV,a,5,1995,,,Female,8,Oyster - 8 : Spawned: Few Gametes visible,11.1,,550,305,N,Negative,0,No hypnospores present,,114,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
